ID	XL_ID	XL_ID_source	XENLA_XenBase_GeneNames	XENLA_GenBank_Description	HUMAN_UniProtID	HUMAN_GeneNames_Primary	HUMAN_GeneNames_Synonyms	eggNOG_annotation
ENOG411D0S5	147899521, 49119445, 71679876, 992622, Xelaev18014266m.g	GenBank, Xenbase_9.1	NA, gabpa.S	GA binding protein transcription factor, alpha subunit 60kDa [Xenopus laevis], Unknown (protein for IMAGE:5156648) [Xenopus laevis], Unknown (protein for MGC:115069) [Xenopus laevis], XrpFIalpha [Xenopus laevis], NA	Q06546	GABPA	E4TF1A	GA binding protein transcription factor, alpha subunit 60kDa
ENOG411D0S6	118764079, 148224726, Xelaev18037931m.g	GenBank, Xenbase_9.1	NA, Xelaev18037931m.g	Slc2a14 protein [Xenopus laevis], solute carrier family 2 (facilitated glucose transporter), member 1 [Xenopus laevis], NA	P11166	SLC2A1	GLUT1	solute carrier family 2 (facilitated glucose transporter), member 1
ENOG411D0S8	Xelaev18030640m.g	Xenbase_9.1	Xetrov90028682m.L	"NA"	NA	NA	NA	Tryp_SPc
ENOG411D0S9	Xelaev18040958m.g	Xenbase_9.1	msto1.L	"NA"	Q9BUK6	MSTO1	"NA"	Misato homolog 1 (Drosophila)
ENOG411D0SA	148228786, 1585828, 32450631, Xelaev18011306m.g	GenBank, Xenbase_9.1	NA, gap43.L	neuromodulin [Xenopus laevis], XGAP-43 protein, MGC64520 protein [Xenopus laevis], NA	P17677	GAP43	"NA"	Growth associated protein 43
ENOG411D0SC	120577417, 3811297, 50925092, 80476924, Xelaev18045344m.g	GenBank, Xenbase_9.1	NA, zp2.L	XlZPA protein [Xenopus laevis], vitelline envelope 69/64 kDa glycoprotein [Xenopus laevis], NA	Q05996	ZP2	ZPA	zona pellucida glycoprotein 2 (sperm receptor)
ENOG411D0SD	134024907, 49118608, 80478581, Xelaev18026065m.g	GenBank, Xenbase_9.1	NA, tmx4.L	Unknown (protein for MGC:161007) [Xenopus laevis], LOC443679 protein [Xenopus laevis], Unknown (protein for IMAGE:6859100) [Xenopus laevis], NA	Q9H1E5	TMX4	KIAA1162 TXNDC13	thioredoxin-related transmembrane protein 4
ENOG411D0SH	120538741, 163915539, Xelaev18038666m.g	GenBank, Xenbase_9.1	NA, il2rg.L	LOC100036958 protein [Xenopus laevis], NA	P31785	IL2RG	"NA"	Interleukin 2 receptor, gamma
ENOG411D0SI	148221991, Xelaev18000496m.g	GenBank, Xenbase_9.1	NA, gdap2.S	ganglioside-induced differentiation-associated protein 2 [Xenopus laevis], NA	Q9NXN4	GDAP2	"NA"	Ganglioside induced differentiation associated protein 2
ENOG411D0SN	Xelaev18029672m.g	Xenbase_9.1	hrasls.S	"NA"	Q9HDD0	PLAAT1	HRASLS	HRAS-like suppressor
ENOG411D0SP	169642710, Xelaev18025996m.g, Xelaev18024100m.g	GenBank, Xenbase_9.1	NA, MGC147226.S, MGC147226.L	LOC100158280 protein [Xenopus laevis], NA	NA	NA	NA	O-methyltransferase
ENOG411D0SQ	147900973, 148238096, Xelaev18015872m.g, Xelaev18013373m.g	GenBank, Xenbase_9.1	NA, suox.S, suox.L	sulfite oxidase [Xenopus laevis], uncharacterized protein LOC734244 [Xenopus laevis], NA	P51687	SUOX	"NA"	sulfite oxidase
ENOG411D0SR	Xelaev18002287m.g	Xenbase_9.1	None	"NA"	Q96MU6	ZNF778	"NA"	Zinc finger protein
ENOG411D0ST	147905913, Xelaev18024494m.g, Xelaev18021857m.g	GenBank, Xenbase_9.1	NA, Xetrov90010136m.S, loc100494782.L	MGC81843 protein [Xenopus laevis], NA	NA	NA	NA	Carboxylesterase family
ENOG411D0SU	Xelaev18039031m.g, Xelaev18042339m.g	Xenbase_9.1	gpr101.L, gpr101.S	"NA"	Q96P66	GPR101	"NA"	G protein-coupled receptor 101
ENOG411D0SV	148226110, 148228821	GenBank	"NA"	MGC80147 protein [Xenopus laevis], tRNA methyltransferase 6 homolog [Xenopus laevis]	Q9UJA5	TRMT6	KIAA1153 TRM6	tRNA methyltransferase 6 homolog (S. cerevisiae)
ENOG411D0SX	290965219, Xelaev18019561m.g	GenBank, Xenbase_9.1	NA, epo.L	erythropoietin [Xenopus laevis], NA	P01588	EPO	"NA"	Erythropoietin is the principal hormone involved in the regulation of erythrocyte differentiation and the maintenance of a physiological level of circulating erythrocyte mass
ENOG411D0SY	163916519	GenBank	"NA"	LOC100137671 protein [Xenopus laevis]	P15529	CD46	MCP MIC10	CD46 molecule, complement regulatory protein
ENOG411D0T0	Xelaev18007507m.g	Xenbase_9.1	loc100497142-like.L	"NA"	NA	NA	NA	short chain dehydrogenase
ENOG411D0T1	147900544, Xelaev18000136m.g	GenBank, Xenbase_9.1	NA, eri1.L	exoribonuclease 1 [Xenopus laevis], NA	Q8IV48	ERI1	3'EXO THEX1	Exoribonuclease 1
ENOG411D0T2	128801, 304556748, Xelaev18003734m.g	GenBank, Xenbase_9.1	NA, Xelaev18003734m.g	RecName: Full=NADH-ubiquinone oxidoreductase chain 5; AltName: Full=NADH dehydrogenase subunit 5, NADH dehydrogenase subunit 5 [Xenopus laevis], NA	P03915	MT-ND5	MTND5 NADH5 ND5	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
ENOG411D0T4	Xelaev18015093m.g, Xelaev18012079m.g	Xenbase_9.1	loc100494491.S, loc100494491.L	"NA"	NA	NA	NA	RAB42, member RAS oncogene family
ENOG411D0T7	120538236, 148237350, 66910704, Xelaev18045646m.g, Xelaev18007404m.g, Xelaev18010348m.g, Xelaev18047857m.g	GenBank, Xenbase_9.1	NA, tbc1d10b.L, tbc1d10a.L, tbc1d10a.S, tbc1d10b.S	LOC733246 protein [Xenopus laevis], uncharacterized protein LOC495442 [Xenopus laevis], NA	Q9BXI6, H0Y2U5, H0Y5R9, H7C471, Q4KMP7	TBC1D10A, NA, TBC1D10B	EPI64 TBC1D10, NA	TBC1 domain family member
ENOG411D0TA	147898787, Xelaev18016487m.g, Xelaev18002969m.g, Xelaev18005204m.g	GenBank, Xenbase_9.1	NA, Xelaev18016487m.g, Xelaev18002969m.g, pgm2.L	phosphoglucomutase 2-like 1 [Xenopus laevis], NA	Q96G03, Q6PCE3	PGM2, PGM2L1	NA, BM32A	Phosphoglucomutase
ENOG411D0TB	120537964, 147901596, 32170250, 52138939, Xelaev18008291m.g, Xelaev18008292m.g, Xelaev18010958m.g, Xelaev18008290m.g	GenBank, Xenbase_9.1	NA, loc100496550-like.L, gzma.L, gzmak.S, gzmak.L	LOC100036870 protein [Xenopus laevis], granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3) [Xenopus laevis], granzyme AK precursor [Xenopus laevis], LOC494696 protein [Xenopus laevis], NA	P12544, P49863	GZMA, GZMK	CTLA3 HFSP, TRYP2	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)
ENOG411D0TE	Xelaev18030430m.g, Xelaev18001373m.g	Xenbase_9.1	None	"NA"	NA	NA	NA	Zinc finger protein
ENOG411D0TI	190410966, 76779750, Xelaev18016160m.g	GenBank, Xenbase_9.1	NA, ccdc169.S	RecName: Full=Coiled-coil domain-containing protein 169, LOC733378 protein [Xenopus laevis], NA	A6NNP5	CCDC169	C13orf38	coiled-coil domain containing 169
ENOG411D0TP	147901333, 147904354, 27544283, 54038658	GenBank	"NA"	zinc finger protein 36, C3H1 type-like 2-B [Xenopus laevis], zinc finger protein 36, C3H1 type-like 2-A [Xenopus laevis], hypothetical protein [Xenopus laevis], Unknown (protein for MGC:80832) [Xenopus laevis]	P47974	ZFP36L2	BRF2 ERF2 RNF162C TIS11D	Zinc finger protein 36, C3H type-like 2
ENOG411D0TQ	80476507, Xelaev18045621m.g	GenBank, Xenbase_9.1	NA, armc5.L	LOC733409 protein [Xenopus laevis], NA	Q96C12	ARMC5	"NA"	armadillo repeat containing 5
ENOG411D0TR	124481856, 147900277, 148225442, Xelaev18017179m.g, Xelaev18017176m.g, Xelaev18017177m.g, Xelaev18021473m.g, Xelaev18017180m.g, Xelaev18021474m.g, Xelaev18017178m.g, Xelaev18021472m.g	GenBank, Xenbase_9.1	NA, Xelaev18017179m.g, loc101731999.L, Xelaev18017177m.g, Xetrov90028461m.S, loc100485226.L, loc100485226.S, rnf14.L, Xelaev18021472m.g	LOC100037145 protein [Xenopus laevis], ring finger protein 14 [Xenopus laevis], uncharacterized protein LOC495084 [Xenopus laevis], NA	Q9UBS8	RNF14	ARA54	ring finger protein 14
ENOG411D0TS	123900938, 139002760, 166197425, 213623910, 213623912, Xelaev18004349m.g, Xelaev18006850m.g	GenBank, Xenbase_9.1	NA, dmw.L, dmrt1.L	RecName: Full=Doublesex- and mab-3-related transcription factor 1; Short=xDmrt1; AltName: Full=DMRT1-alpha, doublesex and mab-3 related transcription factor 1 beta [Xenopus laevis], DM-W [Xenopus laevis], Doublesex and mab-3 related transcription factor 1 beta [Xenopus laevis], NA	Q9Y5R6	DMRT1	DMT1	Doublesex and mab-3 related transcription factor 1
ENOG411D0TU	Xelaev18017517m.g	Xenbase_9.1	msrb3.L	"NA"	Q8IXL7	MSRB3	"NA"	methionine sulfoxide reductase B3
ENOG411D0TV	Xelaev18016364m.g, Xelaev18014026m.g	Xenbase_9.1	None	"NA"	NA	NA	NA	NA
ENOG411D0TW	Xelaev18005135m.g	Xenbase_9.1	rab28.L	"NA"	P51157	RAB28	"NA"	RAB28, member RAS oncogene family
ENOG411D0TX	148229822, Xelaev18045920m.g, Xelaev18043158m.g	GenBank, Xenbase_9.1	NA, ikzf3.S, ikzf3.L	IKAROS family zinc finger 3 (Aiolos) [Xenopus laevis], NA	Q9UKT9	IKZF3	ZNFN1A3	IKAROS family zinc finger 3 (Aiolos)
ENOG411D0U4	Xelaev18016604m.g	Xenbase_9.1	pyroxd1.L	"NA"	Q8WU10	PYROXD1	"NA"	pyridine nucleotide-disulphide oxidoreductase domain 1
ENOG411D0U6	148226230, Xelaev18025349m.g	GenBank, Xenbase_9.1	NA, xpr1.S	xenotropic and polytropic retrovirus receptor 1 homolog [Xenopus laevis], NA	Q9UBH6	XPR1	SYG1 XR	Xenotropic and polytropic retrovirus receptor 1
ENOG411D0UA	209572887, 47682973, Xelaev18021566m.g	GenBank, Xenbase_9.1	NA, hdac3.S	RecName: Full=Histone deacetylase 3; Short=HD3, Hdac3 protein [Xenopus laevis], NA	O15379	HDAC3	"NA"	histone deacetylase 3
ENOG411D0UB	119368231	GenBank	"NA"	RecName: Full=UPF0587 protein C1orf123 homolog	Q9NWV4	CZIB	C1orf123	Chromosome 1 open reading frame 123
ENOG411D0UC	215400618, Xelaev18038137m.g	GenBank, Xenbase_9.1	NA, anapc2.L	anaphase-promoting complex subunit 2 [Xenopus laevis], NA	Q9UJX6	ANAPC2	APC2 KIAA1406	anaphase promoting complex subunit 2
ENOG411D0UD	Xelaev18002304m.g	Xenbase_9.1	None	"NA"	P58317	ZNF121	ZNF20	zinc finger protein 121
ENOG411D0UF	148229045, 148238213, 213623920, Xelaev18038871m.g, Xelaev18014509m.g	GenBank, Xenbase_9.1	NA, loc101733993.L, arx.S	aristaless related homeobox [Xenopus laevis], Aristaless-related homeobox 2 [Xenopus laevis], NA	Q96QS3	ARX	"NA"	Aristaless related homeobox
ENOG411D0UJ	147900145, 148230767	GenBank	"NA"	epithelial membrane protein 3 [Xenopus laevis]	P54852	EMP3	YMP	Epithelial membrane protein 3
ENOG411D0UM	Xelaev18007533m.g	Xenbase_9.1	loc100485518.L	"NA"	Q6ZQY2	LRRC74B	"NA"	Leucine-rich repeat-containing protein
ENOG411D0UN	Xelaev18003188m.g	Xenbase_9.1	klhl10-like.1.L	"NA"	Q6JEL2	KLHL10	"NA"	kelch-like 10 (Drosophila)
ENOG411D0UP	147902802, Xelaev18047483m.g	GenBank, Xenbase_9.1	NA, emp2.S	epithelial membrane protein 2 [Xenopus laevis], NA	P54851	EMP2	XMP	epithelial membrane protein 2
ENOG411D0UV	Xelaev18017914m.g, Xelaev18004261m.g	Xenbase_9.1	loc105946937.L, Xetrov90030779m.L	"NA"	NA	NA	NA	NA
ENOG411D0UW	12004636, 148225893, Xelaev18023992m.g	GenBank, Xenbase_9.1	NA, ruvbl1.L	pontin [Xenopus laevis], ruvB-like 1 [Xenopus laevis], NA	Q9Y265	RUVBL1	INO80H NMP238 TIP49 TIP49A	RuvB-like 1 (E. coli)
ENOG411D0UY	148223886, Xelaev18043601m.g, Xelaev18046329m.g	GenBank, Xenbase_9.1	NA, oprl1.L, oprl1.S	opiate receptor-like 1 [Xenopus laevis], NA	P41146	OPRL1	OOR ORL1	opiate receptor-like 1
ENOG411D0UZ	Xelaev18027723m.g, Xelaev18029812m.g	Xenbase_9.1	loc100496697-like.L, loc100496697-like.S	"NA"	O75343	GUCY1B2	"NA"	guanylate cyclase soluble subunit beta-2-like
ENOG411D0V0	27370903, 350606349	GenBank	"NA"	MGC52939 protein [Xenopus laevis], activator of basal transcription 1 [Xenopus laevis]	Q9ULW3	ABT1	"NA"	Activator of basal transcription 1
ENOG411D0V1	125381279	GenBank	"NA"	zona pellucida binding protein [Xenopus laevis]	Q6X784	ZPBP2	ZPBPL	zona pellucida binding protein 2
ENOG411D0V5	148922219, Xelaev18007562m.g	GenBank, Xenbase_9.1	NA, pop5.L	LOC100101322 protein [Xenopus laevis], NA	Q969H6	POP5	"NA"	processing of precursor 5, ribonuclease P MRP subunit (S. cerevisiae)
ENOG411D0V6	147902992, Xelaev18036443m.g	GenBank, Xenbase_9.1	NA, tmem147.L	transmembrane protein 147 [Xenopus laevis], NA	Q9BVK8	TMEM147	"NA"	Transmembrane protein 147
ENOG411D0V8	Xelaev18021262m.g, Xelaev18017434m.g	Xenbase_9.1	lin7a.S, lin7a.L	"NA"	O14910	LIN7A	MALS1 VELI1	Lin-7 homolog A (C. elegans)
ENOG411D0VA	148231452, 213626989, Xelaev18008327m.g, Xelaev18010994m.g	GenBank, Xenbase_9.1	NA, ghr.L, ghr.S	growth hormone receptor precursor [Xenopus laevis], Growth hormone receptor [Xenopus laevis], NA	P10912	GHR	"NA"	growth hormone receptor
ENOG411D0VB	Xelaev18022041m.g	Xenbase_9.1	tmem138.L	"NA"	Q9NPI0	TMEM138	"NA"	transmembrane protein 138
ENOG411D0VC	120538016, Xelaev18036197m.g, Xelaev18037907m.g	GenBank, Xenbase_9.1	NA, MGC147475.L, MGC147475.S	LOC100036932 protein [Xenopus laevis], NA	NA	NA	NA	Fes/CIP4, and EFC/F-BAR homology domain
ENOG411D0VF	Xelaev18047500m.g, Xelaev18045171m.g	Xenbase_9.1	tnfrsf17.S, tnfrsf17.L	"NA"	Q02223	TNFRSF17	BCM BCMA	tumor necrosis factor receptor superfamily, member 17
ENOG411D0VG	148225801	GenBank	"NA"	uncharacterized protein LOC734400 [Xenopus laevis]	NA	NA	NA	Inherit from KOG: transposon protein
ENOG411D0VI	147903361, 148224929, 163915679, 33417086, Xelaev18034317m.g, Xelaev18036687m.g	GenBank, Xenbase_9.1	NA, m6pr.L, m6pr.S	mannose-6-phosphate receptor (cation dependent) [Xenopus laevis], mannose-6-phosphate receptor (cation dependent) precursor [Xenopus laevis], LOC496207 protein [Xenopus laevis], M6pr-prov protein [Xenopus laevis], NA	P20645	M6PR	MPR46 MPRD	mannose-6-phosphate receptor, cation dependent
ENOG411D0VJ	Xelaev18005047m.g	Xenbase_9.1	cfap99.L	"NA"	D6REC4	CFAP99	"NA"	NA
ENOG411D0VK	148224993, Xelaev18040768m.g	GenBank, Xenbase_9.1	NA, nudt17.L	nucleoside diphosphate-linked moiety X motif 17 [Xenopus laevis], NA	P0C025	NUDT17	"NA"	nudix (nucleoside diphosphate linked moiety X)-type motif 17
ENOG411D0VM	163916521, Xelaev18024911m.g	GenBank, Xenbase_9.1	NA, pdf.S	LOC100137680 protein [Xenopus laevis], NA	Q9HBH1	PDF	PDF1A	peptide deformylase, mitochondrial
ENOG411D0VS	114108079, 148225039, 148227708, Xelaev18007706m.g, Xelaev18010550m.g, Xelaev18042610m.g, Xelaev18038117m.g, Xelaev18010551m.g	GenBank, Xenbase_9.1	NA, comt.2.L, comt.2.S, MGC84460.S, MGC84460.L, loc100135405.S	Comt protein [Xenopus laevis], MGC84460 protein [Xenopus laevis], similar to catecholamine-O-methyltransferase [Xenopus laevis], NA	P21964	COMT	"NA"	catechol-O-methyltransferase
ENOG411D0VX	52139145, Xelaev18022249m.g	GenBank, Xenbase_9.1	NA, tut1.L	LOC494678 protein [Xenopus laevis], NA	Q9H6E5	TUT1	RBM21	terminal uridylyl transferase 1, U6 snRNA-specific
ENOG411D0VZ	Xelaev18044336m.g	Xenbase_9.1	dtx3l-like.L	"NA"	Q8TDB6	DTX3L	BBAP	deltex 3-like (Drosophila)
ENOG411D0W0	147902998	GenBank	"NA"	symplekin [Xenopus laevis]	Q92797	SYMPK	SPK	Symplekin
ENOG411D0W1	148236585, Xelaev18042621m.g	GenBank, Xenbase_9.1	NA, ftsj1.S	FtsJ homolog 1 [Xenopus laevis], NA	Q9UET6	FTSJ1	"NA"	FtsJ RNA methyltransferase homolog 1 (E. coli)
ENOG411D0W3	148230857, 213623610, 32396222, Xelaev18033274m.g	GenBank, Xenbase_9.1	NA, velo1.S	velo1 protein [Xenopus laevis], Velo1 splice variant 1 [Xenopus laevis], velo1 splice variant 1 [Xenopus laevis], NA	NA	NA	NA	NA
ENOG411D0W4	147902884, 148222830, 148225697, 21321628, 5163414, Xelaev18025757m.g, Xelaev18014808m.g, Xelaev18040994m.g	GenBank, Xenbase_9.1	NA, rhoa.S, rhoc.S, rhoa.2.S	ras homolog gene family, member C [Xenopus laevis], ras homolog gene family, member A [Xenopus laevis], small GTPase RhoA [Xenopus laevis], small Rho-like GTPase RhoA [Xenopus laevis], NA	P61586	RHOA	ARH12 ARHA RHO12	RHO
ENOG411D0W6	148225470, 169641978, 46249516, Xelaev18010480m.g, Xelaev18007581m.g	GenBank, Xenbase_9.1	NA, eif4enif1.S, eif4enif1.L	eukaryotic translation initiation factor 4E nuclear import factor 1 [Xenopus laevis], LOC414649 protein [Xenopus laevis], NA	Q9NRA8	EIF4ENIF1	"NA"	Eukaryotic translation initiation factor 4E nuclear import factor 1
ENOG411D0W8	148229703, Xelaev18011999m.g, Xelaev18014687m.g	GenBank, Xenbase_9.1	NA, sike1.L, sike1.S	suppressor of IKBKE 1 [Xenopus laevis], NA	Q9BRV8	SIKE1	SIKE	Suppressor of IKBKE 1
ENOG411D0W9	Xelaev18007021m.g, Xelaev18010217m.g	Xenbase_9.1	fitm1.L, fitm1.S	"NA"	A5D6W6	FITM1	FIT1	fat storage-inducing transmembrane protein 1
ENOG411D0WA	147902224, 147907196, Xelaev18046722m.g	GenBank, Xenbase_9.1	NA, ubald2.S	hypothetical protein LOC432323 [Xenopus laevis], MGC80418 protein [Xenopus laevis], NA	Q8IYN6	UBALD2	FAM100B	Family with sequence similarity 100, member B
ENOG411D0WC	Xelaev18024695m.g	Xenbase_9.1	irx6.S	"NA"	P78412	IRX6	IRX7 IRXB3	iroquois homeobox 6
ENOG411D0WD	Xelaev18005154m.g, Xelaev18008953m.g	Xenbase_9.1	clrn2.L, clrn2.S	"NA"	A0PK11	CLRN2	"NA"	clarin 2
ENOG411D0WE	66910735, Xelaev18043259m.g, Xelaev18046020m.g	GenBank, Xenbase_9.1	NA, abi3.L, abi3.S	LOC733249 protein [Xenopus laevis], NA	Q9P2A4	ABI3	NESH	ABI family, member 3
ENOG411D0WF	Xelaev18015352m.g, Xelaev18012744m.g	Xenbase_9.1	fam57a.S, fam57a.L	"NA"	Q8TBR7	FAM57A	"NA"	family with sequence similarity 57, member A
ENOG411D0WH	123896305	GenBank	"NA"	RecName: Full=Lon protease homolog 2, peroxisomal	Q86WA8	LONP2	LONP	ATP-dependent serine protease that mediates the selective degradation of misfolded and unassembled polypeptides in the peroxisomal matrix. Necessary for type 2 peroxisome targeting signal (PTS2)-containing protein processing and facilitates peroxisome matrix protein import
ENOG411D0WJ	148231039, Xelaev18009243m.g	GenBank, Xenbase_9.1	NA, tmem184c.S	transmembrane protein 184C [Xenopus laevis], NA	Q9NVA4	TMEM184C	TMEM34	transmembrane protein 184C
ENOG411D0WK	120537968, 147904411, 148226976	GenBank	"NA"	LOC100036880 protein [Xenopus laevis], transmembrane 4 L six family member 4 [Xenopus laevis], uncharacterized protein LOC734684 [Xenopus laevis]	P48230	TM4SF4	ILTMP	transmembrane 4 L six family member 4
ENOG411D0WP	148222705, Xelaev18020221m.g	GenBank, Xenbase_9.1	NA, bnip3l.S	BCL2/adenovirus E1B 19kDa interacting protein 3-like [Xenopus laevis], NA	O60238	BNIP3L	BNIP3A BNIP3H NIX	BCL2 adenovirus E1B 19kDa interacting protein 3-like
ENOG411D0WQ	Xelaev18026674m.g, Xelaev18028931m.g	Xenbase_9.1	edaradd.L, loc100490133.S	"NA"	Q8WWZ3	EDARADD	"NA"	EDAR-associated death domain
ENOG411D0WS	Xelaev18019070m.g	Xenbase_9.1	swsap1.L	"NA"	Q6NVH7	SWSAP1	C19orf39	SWIM-type zinc finger 7 associated protein 1
ENOG411D0WU	324499323	GenBank	"NA"	non-muscle caldesmon [Xenopus laevis]	Q05682	CALD1	CAD CDM	caldesmon 1
ENOG411D0WY	Xelaev18001447m.g	Xenbase_9.1	None	"NA"	Q8NB50, Q86UE3, Q8N9F8, Q8NA42	ZFP62, ZNF546, ZNF454, ZNF383	NA, ZNF49	zinc finger protein 383
ENOG411D0X0	Xelaev18041114m.g	Xenbase_9.1	loc101734192.S	"NA"	Q9NVL8	CCDC198	C14orf105	chromosome 14 open reading frame 105
ENOG411D0X1	Xelaev18023884m.g	Xenbase_9.1	loc100497060.L	"NA"	NA	NA	NA	7 transmembrane sweet-taste receptor of 3 GCPR
ENOG411D0X4	Xelaev18023893m.g, Xelaev18025827m.g	Xenbase_9.1	loc100487019.L, loc100487019.S	"NA"	Q96GS4	BORCS6	C17orf59	chromosome 17 open reading frame 59
ENOG411D0X6	147899505, 148237936, Xelaev18013350m.g	GenBank, Xenbase_9.1	NA, cnpy2.L	canopy 2 homolog precursor [Xenopus laevis], uncharacterized protein LOC734679 [Xenopus laevis], NA	Q9Y2B0, F8W031, F8W1U5, F8VP03	CNPY2, NA	MSAP TMEM4 ZSIG9, NA	Canopy 2 homolog (Zebrafish)
ENOG411D0X8	Xelaev18040100m.g	Xenbase_9.1	loc100485326.L	"NA"	Q86SX3	TEDC1	C14orf80	Chromosome 14 open reading frame 80
ENOG411D0XA	148231151, Xelaev18036824m.g, Xelaev18034509m.g	GenBank, Xenbase_9.1	NA, ybx3.S, ybx3.L	cold shock domain protein A [Xenopus laevis], NA	P16989	YBX3	CSDA DBPA	Cold shock domain protein A
ENOG411D0XC	114306822, 11493740, Xelaev18007393m.g	GenBank, Xenbase_9.1	NA, pole.L	DNA polymerase epsilon catalytic subunit [Xenopus laevis], DNA polymerase epsilon [Xenopus laevis], NA	Q07864	POLE	POLE1	polymerase (DNA directed), epsilon, catalytic subunit
ENOG411D0XD	Xelaev18030431m.g	Xenbase_9.1	None	"NA"	NA	NA	NA	zinc finger protein 793
ENOG411D0XE	148234032, 148237990, Xelaev18008952m.g	GenBank, Xenbase_9.1	NA, qdpr.S	uncharacterized protein LOC734473 [Xenopus laevis], quinoid dihydropteridine reductase [Xenopus laevis], NA	P09417	QDPR	DHPR SDR33C1	quinoid dihydropteridine reductase
ENOG411D0XF	148233814	GenBank	"NA"	polymerase (RNA) II (DNA directed) polypeptide D [Xenopus laevis]	O15514	POLR2D	"NA"	polymerase (RNA) II (DNA directed) polypeptide D
ENOG411D0XG	148224678, Xelaev18035689m.g	GenBank, Xenbase_9.1	NA, lepre1.L	leucine proline-enriched proteoglycan (leprecan) 1 precursor [Xenopus laevis], NA	Q32P28	P3H1	GROS1 LEPRE1	Leucine proline-enriched proteoglycan (Leprecan) 1
ENOG411D0XJ	148223473, Xelaev18020356m.g, Xelaev18034922m.g, Xelaev18018537m.g	GenBank, Xenbase_9.1	NA, tgfa.S, loc733728.L, tgfa.L	transforming growth factor, alpha precursor [Xenopus laevis], NA	P01135	TGFA	"NA"	Transforming growth factor, alpha
ENOG411D0XN	Xelaev18014384m.g, Xelaev18014387m.g, Xelaev18011357m.g, Xelaev18011345m.g	Xenbase_9.1	None	"NA"	Q7Z6A9	BTLA	"NA"	B and T lymphocyte associated
ENOG411D0XQ	Xelaev18007489m.g, Xelaev18014208m.g, Xelaev18011630m.g	Xenbase_9.1	tmem211.L, loc100486901.S, loc100486901.L	"NA"	Q6ICI0	TMEM211	"NA"	Transmembrane protein 211
ENOG411D0XT	1122392, 1486476, 1486478, 154800426, 225350158, 225350160, 225350162, 225350164, 225350166, 340707854, 340707856, Xelaev18041409m.g, Xelaev18038140m.g	GenBank, Xenbase_9.1	NA, grin1.S, grin1.L	NMDA glutamate receptor subunit [Xenopus laevis], NMDA receptor [Xenopus laevis], glutamate receptor, ionotropic, N-methyl D-aspartate 1 isoform 2 precursor [Xenopus laevis], N-methyl-D-aspartate receptor subunit NR1-3a [Xenopus laevis], N-methyl-D-aspartate receptor subunit NR1-3b [Xenopus laevis], N-methyl-D-aspartate receptor subunit NR1-4b [Xenopus laevis], N-methyl-D-aspartate receptor subunit NR1-8a [Xenopus laevis], N-methyl-D-aspartate receptor subunit NR1-8b [Xenopus laevis], Chain A, Crystal Structure Of Amino Terminal Domain Of The Nmda Receptor Subunit Glun1, Chain A, Crystal Structure Of Amino Terminal Domains Of The Nmda Receptor Subunit Glun1 And Glun2b In Complex With Ifenprodil, NA	Q05586	GRIN1	NMDAR1	Glutamate receptor, ionotropic, N-methyl D-aspartate 1
ENOG411D0XZ	51858802, Xelaev18035099m.g	GenBank, Xenbase_9.1	NA, nudt8.L	LOC446960 protein [Xenopus laevis], NA	Q8WV74	NUDT8	"NA"	nudix (nucleoside diphosphate linked moiety X)-type motif 8
ENOG411D0Y4	148226541, Xelaev18038027m.g	GenBank, Xenbase_9.1	NA, aplp1.S	amyloid beta (A4) precursor-like protein 1 precursor [Xenopus laevis], NA	NA	NA	NA	amyloid beta (A4) precursor-like protein 1
ENOG411D0Y5	123898939, Xelaev18027097m.g	GenBank, Xenbase_9.1	NA, slc2a12.L	RecName: Full=Solute carrier family 2, facilitated glucose transporter member 12; AltName: Full=Glucose transporter type 12; Short=GLUT-12, NA	Q8TD20	SLC2A12	GLUT12	Solute carrier family 2 (Facilitated glucose transporter) member
ENOG411D0Y7	148224895, 3915809, 65024, Xelaev18040886m.g, Xelaev18042981m.g	GenBank, Xenbase_9.1	NA, psmb4.L, psmb4.S	proteasome subunit beta type-4 [Xenopus laevis], RecName: Full=Proteasome subunit beta type-4; Short=Proteasome beta chain; AltName: Full=Macropain beta chain; AltName: Full=Multicatalytic endopeptidase complex beta chain; AltName: Full=Proteasome chain 3; Flags: Precursor, proteasome beta subunit [Xenopus laevis], NA	P28070	PSMB4	PROS26	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity
ENOG411D0Y9	148235574, Xelaev18047318m.g, Xelaev18044881m.g	GenBank, Xenbase_9.1	NA, map2.S, map2.L	microtubule-associated protein 2 [Xenopus laevis], NA	P11137	MAP2	"NA"	Microtubule-associated protein 2
